Question_ID,Question,Phi3_Answer,Source,Claim_ID,Atomic_Claim,Retrieval_Status,Evidence_1,Evidence_1_Score,Evidence_1_Page,Evidence_1_URL,Evidence_2,Evidence_2_Score,Evidence_2_Page,Evidence_2_URL,Evidence_3,Evidence_3_Score,Evidence_3_Page,Evidence_3_URL
17,What did ninjas historically wear?,"Historically, ninjas, also known as shinobi, were covert agents in feudal Japan who specialized in espionage, sabotage, infiltration, and assassination. Their attire was designed to be functional and stealthy. Ninjas typically wore dark, loose-fitting clothing to blend into the shadows and avoid detection. They often wore a kimono-like garment called a ""shinobi shozoku,"" which was made of lightweight, dark-colored fabrics such as black or dark blue. The clothing was usually loose to allow for ease of movement and to help them remain unnoticed.


Their footwear consisted",https://en.wikipedia.org/wiki/Ninja#Equipment,2,"Ninjas typically wore dark, loose-fitting clothing to blend into the shadows and avoid detection.",SUCCESS,"films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed dark indigo. For combat, they are believed to have worn modified yamagi (mountain work clothes) or noragi (farm work clothes). As discussed below, these garments were likely dark brown rather than black, as brown blended more effectively into the darkness at night. Since such clothing was intended for nighttime operations, it would have been conspicuous during the daytime and was therefore not worn in daylight. To carry out infiltration missions, ninjas disguised themselves as Komusō, Buddhist priests, Yamabushi, merchants, Hōkashi (itinerant entertainers), or Sarugaku performers. Many famous people in Japanese history have been associated or identified as ninja, but their status as ninja is difficult to prove and may be the product of later imagination. Rumors surrounding famous warriors, such",0.75325173,Ninja,https://en.wikipedia.org/wiki/Ninja,"were taken to prevent the activities of the ninja. Precautions were often taken against assassinations, such as weapons concealed in the lavatory, or under a removable floorboard. Buildings were constructed with traps and trip wires attached to alarm bells. Japanese castles were designed to be difficult to navigate, with winding routes leading to the inner compound. Blind spots and holes in walls provided constant surveillance of these labyrinthine paths, as exemplified in Himeji Castle. Nijō Castle in Kyoto is constructed with long ""nightingale"" floors, which rested on metal hinges (uguisu-bari) specifically designed to squeak loudly when walked over. Grounds covered with gravel also provided early notice of unwanted intruders, and segregated buildings allowed fires to be better contained. Costume In films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed",0.64574385,Ninja,https://en.wikipedia.org/wiki/Ninja,"bakumatsu era, although their precise numbers are unknown. A number of shinobi manuals, often based on Chinese military philosophy, were written in the 17th and 18th centuries, most notably the Bansenshūkai (1676). Many former ninja were employed as security guards by the Tokugawa shogunate, though the role of espionage was transferred to newly created organizations like the onmitsu and the oniwaban. Others used their ninjutsu knowledge to become doctors, medicine sellers, merchants, martial artists, and fireworks manufacturers. Some unemployed ninja were reduced to banditry, such as Fūma Kotarō and Ishikawa Goemon. Many ubiquitous stereotypes about ninjas were developed within Edo theatre. These include their black clothing, which was supposed to imitate the outfits worn by kuroko, stagehands meant to be ignored by the audience; and their use of shuriken, which was meant to contrast with the use of swords by onstage samurai. In kabuki theatre, ninja were ""dishonorable and often",0.59195596,Ninja,https://en.wikipedia.org/wiki/Ninja
17,What did ninjas historically wear?,"Historically, ninjas, also known as shinobi, were covert agents in feudal Japan who specialized in espionage, sabotage, infiltration, and assassination. Their attire was designed to be functional and stealthy. Ninjas typically wore dark, loose-fitting clothing to blend into the shadows and avoid detection. They often wore a kimono-like garment called a ""shinobi shozoku,"" which was made of lightweight, dark-colored fabrics such as black or dark blue. The clothing was usually loose to allow for ease of movement and to help them remain unnoticed.


Their footwear consisted",https://en.wikipedia.org/wiki/Ninja#Equipment,3,The clothing ninjas wore was designed to be functional and stealthy.,SUCCESS,"films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed dark indigo. For combat, they are believed to have worn modified yamagi (mountain work clothes) or noragi (farm work clothes). As discussed below, these garments were likely dark brown rather than black, as brown blended more effectively into the darkness at night. Since such clothing was intended for nighttime operations, it would have been conspicuous during the daytime and was therefore not worn in daylight. To carry out infiltration missions, ninjas disguised themselves as Komusō, Buddhist priests, Yamabushi, merchants, Hōkashi (itinerant entertainers), or Sarugaku performers. Many famous people in Japanese history have been associated or identified as ninja, but their status as ninja is difficult to prove and may be the product of later imagination. Rumors surrounding famous warriors, such",0.68518245,Ninja,https://en.wikipedia.org/wiki/Ninja,"bakumatsu era, although their precise numbers are unknown. A number of shinobi manuals, often based on Chinese military philosophy, were written in the 17th and 18th centuries, most notably the Bansenshūkai (1676). Many former ninja were employed as security guards by the Tokugawa shogunate, though the role of espionage was transferred to newly created organizations like the onmitsu and the oniwaban. Others used their ninjutsu knowledge to become doctors, medicine sellers, merchants, martial artists, and fireworks manufacturers. Some unemployed ninja were reduced to banditry, such as Fūma Kotarō and Ishikawa Goemon. Many ubiquitous stereotypes about ninjas were developed within Edo theatre. These include their black clothing, which was supposed to imitate the outfits worn by kuroko, stagehands meant to be ignored by the audience; and their use of shuriken, which was meant to contrast with the use of swords by onstage samurai. In kabuki theatre, ninja were ""dishonorable and often",0.6190664,Ninja,https://en.wikipedia.org/wiki/Ninja,"were taken to prevent the activities of the ninja. Precautions were often taken against assassinations, such as weapons concealed in the lavatory, or under a removable floorboard. Buildings were constructed with traps and trip wires attached to alarm bells. Japanese castles were designed to be difficult to navigate, with winding routes leading to the inner compound. Blind spots and holes in walls provided constant surveillance of these labyrinthine paths, as exemplified in Himeji Castle. Nijō Castle in Kyoto is constructed with long ""nightingale"" floors, which rested on metal hinges (uguisu-bari) specifically designed to squeak loudly when walked over. Grounds covered with gravel also provided early notice of unwanted intruders, and segregated buildings allowed fires to be better contained. Costume In films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed",0.60826474,Ninja,https://en.wikipedia.org/wiki/Ninja
17,What did ninjas historically wear?,"Historically, ninjas, also known as shinobi, were covert agents in feudal Japan who specialized in espionage, sabotage, infiltration, and assassination. Their attire was designed to be functional and stealthy. Ninjas typically wore dark, loose-fitting clothing to blend into the shadows and avoid detection. They often wore a kimono-like garment called a ""shinobi shozoku,"" which was made of lightweight, dark-colored fabrics such as black or dark blue. The clothing was usually loose to allow for ease of movement and to help them remain unnoticed.


Their footwear consisted",https://en.wikipedia.org/wiki/Ninja#Equipment,4,"Ninjas' attire was made of lightweight, dark-colored fabrics such as black or dark blue.",SUCCESS,"films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed dark indigo. For combat, they are believed to have worn modified yamagi (mountain work clothes) or noragi (farm work clothes). As discussed below, these garments were likely dark brown rather than black, as brown blended more effectively into the darkness at night. Since such clothing was intended for nighttime operations, it would have been conspicuous during the daytime and was therefore not worn in daylight. To carry out infiltration missions, ninjas disguised themselves as Komusō, Buddhist priests, Yamabushi, merchants, Hōkashi (itinerant entertainers), or Sarugaku performers. Many famous people in Japanese history have been associated or identified as ninja, but their status as ninja is difficult to prove and may be the product of later imagination. Rumors surrounding famous warriors, such",0.74365497,Ninja,https://en.wikipedia.org/wiki/Ninja,"were taken to prevent the activities of the ninja. Precautions were often taken against assassinations, such as weapons concealed in the lavatory, or under a removable floorboard. Buildings were constructed with traps and trip wires attached to alarm bells. Japanese castles were designed to be difficult to navigate, with winding routes leading to the inner compound. Blind spots and holes in walls provided constant surveillance of these labyrinthine paths, as exemplified in Himeji Castle. Nijō Castle in Kyoto is constructed with long ""nightingale"" floors, which rested on metal hinges (uguisu-bari) specifically designed to squeak loudly when walked over. Grounds covered with gravel also provided early notice of unwanted intruders, and segregated buildings allowed fires to be better contained. Costume In films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed",0.6165393,Ninja,https://en.wikipedia.org/wiki/Ninja,"bakumatsu era, although their precise numbers are unknown. A number of shinobi manuals, often based on Chinese military philosophy, were written in the 17th and 18th centuries, most notably the Bansenshūkai (1676). Many former ninja were employed as security guards by the Tokugawa shogunate, though the role of espionage was transferred to newly created organizations like the onmitsu and the oniwaban. Others used their ninjutsu knowledge to become doctors, medicine sellers, merchants, martial artists, and fireworks manufacturers. Some unemployed ninja were reduced to banditry, such as Fūma Kotarō and Ishikawa Goemon. Many ubiquitous stereotypes about ninjas were developed within Edo theatre. These include their black clothing, which was supposed to imitate the outfits worn by kuroko, stagehands meant to be ignored by the audience; and their use of shuriken, which was meant to contrast with the use of swords by onstage samurai. In kabuki theatre, ninja were ""dishonorable and often",0.5669303,Ninja,https://en.wikipedia.org/wiki/Ninja
17,What did ninjas historically wear?,"Historically, ninjas, also known as shinobi, were covert agents in feudal Japan who specialized in espionage, sabotage, infiltration, and assassination. Their attire was designed to be functional and stealthy. Ninjas typically wore dark, loose-fitting clothing to blend into the shadows and avoid detection. They often wore a kimono-like garment called a ""shinobi shozoku,"" which was made of lightweight, dark-colored fabrics such as black or dark blue. The clothing was usually loose to allow for ease of movement and to help them remain unnoticed.


Their footwear consisted",https://en.wikipedia.org/wiki/Ninja#Equipment,5,Ninjas' clothing was usually loose to allow for ease of movement and to help them remain unnoticed.,SUCCESS,"films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed dark indigo. For combat, they are believed to have worn modified yamagi (mountain work clothes) or noragi (farm work clothes). As discussed below, these garments were likely dark brown rather than black, as brown blended more effectively into the darkness at night. Since such clothing was intended for nighttime operations, it would have been conspicuous during the daytime and was therefore not worn in daylight. To carry out infiltration missions, ninjas disguised themselves as Komusō, Buddhist priests, Yamabushi, merchants, Hōkashi (itinerant entertainers), or Sarugaku performers. Many famous people in Japanese history have been associated or identified as ninja, but their status as ninja is difficult to prove and may be the product of later imagination. Rumors surrounding famous warriors, such",0.62606096,Ninja,https://en.wikipedia.org/wiki/Ninja,"were taken to prevent the activities of the ninja. Precautions were often taken against assassinations, such as weapons concealed in the lavatory, or under a removable floorboard. Buildings were constructed with traps and trip wires attached to alarm bells. Japanese castles were designed to be difficult to navigate, with winding routes leading to the inner compound. Blind spots and holes in walls provided constant surveillance of these labyrinthine paths, as exemplified in Himeji Castle. Nijō Castle in Kyoto is constructed with long ""nightingale"" floors, which rested on metal hinges (uguisu-bari) specifically designed to squeak loudly when walked over. Grounds covered with gravel also provided early notice of unwanted intruders, and segregated buildings allowed fires to be better contained. Costume In films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed",0.58172536,Ninja,https://en.wikipedia.org/wiki/Ninja,"bakumatsu era, although their precise numbers are unknown. A number of shinobi manuals, often based on Chinese military philosophy, were written in the 17th and 18th centuries, most notably the Bansenshūkai (1676). Many former ninja were employed as security guards by the Tokugawa shogunate, though the role of espionage was transferred to newly created organizations like the onmitsu and the oniwaban. Others used their ninjutsu knowledge to become doctors, medicine sellers, merchants, martial artists, and fireworks manufacturers. Some unemployed ninja were reduced to banditry, such as Fūma Kotarō and Ishikawa Goemon. Many ubiquitous stereotypes about ninjas were developed within Edo theatre. These include their black clothing, which was supposed to imitate the outfits worn by kuroko, stagehands meant to be ignored by the audience; and their use of shuriken, which was meant to contrast with the use of swords by onstage samurai. In kabuki theatre, ninja were ""dishonorable and often",0.5329733,Ninja,https://en.wikipedia.org/wiki/Ninja
17,What did ninjas historically wear?,"Historically, ninjas, also known as shinobi, were covert agents in feudal Japan who specialized in espionage, sabotage, infiltration, and assassination. Their attire was designed to be functional and stealthy. Ninjas typically wore dark, loose-fitting clothing to blend into the shadows and avoid detection. They often wore a kimono-like garment called a ""shinobi shozoku,"" which was made of lightweight, dark-colored fabrics such as black or dark blue. The clothing was usually loose to allow for ease of movement and to help them remain unnoticed.


Their footwear consisted",https://en.wikipedia.org/wiki/Ninja#Equipment,6,Ninjas wore a kimono-like garment called a 'shinobi shozoku'.,SUCCESS,"films, manga, and other works of fiction, ninjas are commonly depicted wearing black costumes. In reality, however, during peacetime they typically wore work clothes similar to those of farmers, dyed dark indigo. For combat, they are believed to have worn modified yamagi (mountain work clothes) or noragi (farm work clothes). As discussed below, these garments were likely dark brown rather than black, as brown blended more effectively into the darkness at night. Since such clothing was intended for nighttime operations, it would have been conspicuous during the daytime and was therefore not worn in daylight. To carry out infiltration missions, ninjas disguised themselves as Komusō, Buddhist priests, Yamabushi, merchants, Hōkashi (itinerant entertainers), or Sarugaku performers. Many famous people in Japanese history have been associated or identified as ninja, but their status as ninja is difficult to prove and may be the product of later imagination. Rumors surrounding famous warriors, such",0.69157994,Ninja,https://en.wikipedia.org/wiki/Ninja,"shinobi is almost always used. In modern fiction, kunoichi (くノ一) is also another word used to describe ninja, specifically female ones. It was originally argot for ""woman"". It supposedly comes from the characters く (ku), ノ (no), and 一 (ichi), which make up the three strokes that form the kanji for ""woman"" (女). In English, the plural of ninja can be either unchanged as ninja, reflecting the Japanese language's lack of grammatical number, or the regular English plural ninjas. History Despite many popular folktales, historical accounts of the ninja are scarce. The social origin of the ninja is seen as the reason they agree to operate in secret, trading their service for money without honor and glory. The first dubbed ninja was a man named Otomono Sahito, though historical evidence of his existence is scarce. However, some ninjutsu books described specifically what tactics ninja should use to fight, and the",0.6509056,Ninja,https://en.wikipedia.org/wiki/Ninja,"A ninja (忍者; English: , Japanese: [ɲiꜜɲ.dʑa]), shinobi no mono (忍の者; Japanese: [ɕi.no.bʲi no mo.noꜜ]) or shinobi (忍び; Japanese: [ɕi.no.bʲi]) was a spy and infiltrator in pre-modern Japan. Antecedents may have existed as early as the 12th century. Despite popular belief, there is little evidence that ninja were assassins. In the unrest of the Sengoku period, the jizamurai, peasant-warriors in Iga Province and the adjacent Kōka District, formed ikki – ""revolts"" or ""leagues"" – as a means of self-defense. They became known for their military activities in the nearby regions and sold their services as mercenaries and spies. Following the establishment of the Tokugawa shogunate in the 17th century, the ninja faded into obscurity. Ninja is the on'yomi (Early Middle Chinese–influenced) reading of the two kanji ""忍者"". In the native kun'yomi reading, it is pronounced shinobi, a shortened form of shinobi-no-mono (忍びの者). The word shinobi appears in the written record",0.6469171,Ninja,https://en.wikipedia.org/wiki/Ninja
20,Who was the most recent U.S. president who was not selected as Time's Person of the Year?,"The most recent U.S. president who was not selected as Time's Person of the Year is Joe Biden. He was inaugurated as the 46th president of the United States on January 20, 2021. Time magazine has not named a U.S. president as Person of the Year since 1999, when Bill Clinton was honored.",https://en.wikipedia.org/wiki/Time_Person_of_the_Year#U.S._presidents,1,Joe Biden was the most recent U.S. president not selected as Time's Person of the Year.,SUCCESS,"been a Man or Person of the Year at least once, with the exceptions of Calvin Coolidge (whose last term began before the first issue), Herbert Hoover (the subsequent president), and Gerald Ford (the only president never to have been elected to the office of president or vice president). Most were named Man or Person of the Year either the year they were elected or while they were in office; the only one to be given the title before being elected was Dwight D. Eisenhower, in 1944, as Supreme Commander of the Allied Invasion Force, eight years before his first election. He received the title again in 1959 while in office. Franklin D. Roosevelt became the first chosen US president and is the only person to have received the title three times, first as president-elect (1932) and later as the incumbent president (1934 and 1941). Below is a list of",0.49401164,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"Ayatollah Khomeini (1979) have also been granted the title for their impact on events. Nevertheless, as a result of the cancellation of subscriptions from the American audience for naming Khomeini Man of the Year in 1979, following the Iran hostage crisis, the magazine's editors have since shied away from using figures who are controversial in the United States, fearing reductions in sales or advertising revenue. Time's Person of the Year for 2001, immediately following the September 11 attacks, was Rudy Giuliani, who was mayor of New York City at the time of the attacks. The stated rules of selection—the individual or group of individuals who have had the bigger influence on the year's events—made Osama bin Laden the more likely choice that year; however, Giuliani was selected for symbolizing the American response to the attacks, in the same way that Albert Einstein was selected Person of the Century for representing",0.47476155,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"and is the only person to have received the title three times, first as president-elect (1932) and later as the incumbent president (1934 and 1941). Below is a list of all countries' heads of state or government to have been chosen as Man, Woman, or Person of the Year (arranged in chronological order by country name, from the most frequently selected). Notes Winston Churchill was chosen a second time for the special ""Man of the Half-Century"" edition in 1949 while serving as Leader of the Opposition before his second premiership; Charles de Gaulle was chosen while being elected President of France before formally taking office; Lech Wałęsa and Nelson Mandela were chosen before being elected President of Poland and President of South Africa, respectively. Women Before 1999, four women were granted the title as individuals: three as ""Woman of the Year""—Wallis Simpson (1936), Queen Elizabeth II (1952), and Corazon Aquino",0.43490088,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year
20,Who was the most recent U.S. president who was not selected as Time's Person of the Year?,"The most recent U.S. president who was not selected as Time's Person of the Year is Joe Biden. He was inaugurated as the 46th president of the United States on January 20, 2021. Time magazine has not named a U.S. president as Person of the Year since 1999, when Bill Clinton was honored.",https://en.wikipedia.org/wiki/Time_Person_of_the_Year#U.S._presidents,2,"Joe Biden was inaugurated as the 46th president of the United States on January 20, 2021.",SUCCESS,"been a Man or Person of the Year at least once, with the exceptions of Calvin Coolidge (whose last term began before the first issue), Herbert Hoover (the subsequent president), and Gerald Ford (the only president never to have been elected to the office of president or vice president). Most were named Man or Person of the Year either the year they were elected or while they were in office; the only one to be given the title before being elected was Dwight D. Eisenhower, in 1944, as Supreme Commander of the Allied Invasion Force, eight years before his first election. He received the title again in 1959 while in office. Franklin D. Roosevelt became the first chosen US president and is the only person to have received the title three times, first as president-elect (1932) and later as the incumbent president (1934 and 1941). Below is a list of",0.38327056,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"shaped like the Pentagon. It was installed outside the firehouse on August 25, 2008. Many other permanent memorials are elsewhere. Scholarships and charities have been established by the victims' families and by many other organizations and private figures. On every anniversary in New York City, the names of the victims who died there are read out over music. The President of the United States attends a memorial service at the Pentagon, and asks Americans to observe Patriot Day with a moment of silence. Smaller services are held in Shanksville, Pennsylvania, which are usually attended by the First Lady. In 2023, Joe Biden did not attend services in the affected areas, instead marking the day in Anchorage, Alaska, the only U.S. president to do so since the attacks. National Commission on Terrorist Attacks Upon the United States official commission website List of victims September 11, 2001, Documentary Project from the U.S.",0.36019325,September 11 attacks,https://en.wikipedia.org/wiki/September_11_attacks,"selected for the special year-end issue. Multiple named people Chiang Kai-shek and Soong Mei-ling, president and first lady of Republic of China (1937) William Anders, Frank Borman and Jim Lovell, crew of Apollo 8 (1968) Richard Nixon and Henry Kissinger, political allies (1972) Ronald Reagan and Yuri Andropov, Cold War rivals (1983) Nelson Mandela and F. W. de Klerk; Yasser Arafat and Yitzhak Rabin, political leaders leading peace negotiations (1993) Bill Clinton and Ken Starr, key figures in the Clinton impeachment (1998) Cynthia Cooper, Coleen Rowley and Sherron Watkins, whistleblowers (2002) Bill Gates, Melinda Gates and Bono, philanthropists (2005) Joe Biden and Kamala Harris, American president-elect and vice president-elect (2020) Classes of unnamed people The American fighting-man / The American soldier (1950 and 2003) The Hungarian freedom fighter (1956) U.S. scientists (1960) The Inheritor (1966) Middle Americans (1969) American women (1975) You (2006) The Protester (2011) Ebola fighters (2014) The",0.34503767,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year
20,Who was the most recent U.S. president who was not selected as Time's Person of the Year?,"The most recent U.S. president who was not selected as Time's Person of the Year is Joe Biden. He was inaugurated as the 46th president of the United States on January 20, 2021. Time magazine has not named a U.S. president as Person of the Year since 1999, when Bill Clinton was honored.",https://en.wikipedia.org/wiki/Time_Person_of_the_Year#U.S._presidents,3,Time magazine has not named a U.S. president as Person of the Year since 1999.,SUCCESS,"Person of the Year, called Man of the Year or Woman of the Year until 1999, is an annual issue of the American news magazine and website Time featuring a person, group, idea, or object that ""for better or for worse ... has done the most to influence the events of the year"". The Time website or a partner organization also runs an annual online reader's poll that has no effect on the selection, although no poll was held in 2023 or 2024. Background The tradition of selecting a ""Man of the Year"" began privately in 1927, with Time editors contemplating the news makers of the year after a series of ""slow news days"" leading up to New Year's Day. The idea originally focused on a Man of the Week before it was decided to use Charles Lindbergh to represent the predominant story of 1927, with the magazine listing him",0.47471085,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"been a Man or Person of the Year at least once, with the exceptions of Calvin Coolidge (whose last term began before the first issue), Herbert Hoover (the subsequent president), and Gerald Ford (the only president never to have been elected to the office of president or vice president). Most were named Man or Person of the Year either the year they were elected or while they were in office; the only one to be given the title before being elected was Dwight D. Eisenhower, in 1944, as Supreme Commander of the Allied Invasion Force, eight years before his first election. He received the title again in 1959 while in office. Franklin D. Roosevelt became the first chosen US president and is the only person to have received the title three times, first as president-elect (1932) and later as the incumbent president (1934 and 1941). Below is a list of",0.46819574,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"do is pose for a picture with each other. And do an interview together.' I said 'OK.' They call Mel up, he agrees. They set the date and time in LA. I'm to fly there. He's flying from Australia. Something happens when he gets home ... Next thing, Mel calls up and says, 'I'm not doing it. I've thought it over and it is not the right thing to do.' So they put Bush on the cover."" U.S. president Donald Trump claimed on Twitter in November 2017 that Time editors had told him he would ""probably"" be named Person of the Year for a second time, conditional on an interview and photo shoot, which he had refused. Time denied that they had made any such promises or conditions to Trump, who was named a runner-up. Other categories Every year, in addition to the main Person of the Year, Time (sometimes",0.46700373,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year
20,Who was the most recent U.S. president who was not selected as Time's Person of the Year?,"The most recent U.S. president who was not selected as Time's Person of the Year is Joe Biden. He was inaugurated as the 46th president of the United States on January 20, 2021. Time magazine has not named a U.S. president as Person of the Year since 1999, when Bill Clinton was honored.",https://en.wikipedia.org/wiki/Time_Person_of_the_Year#U.S._presidents,4,Bill Clinton was honored by Time magazine as Person of the Year in 1999.,SUCCESS,"Year Canadian Newsmaker of the Year (Time), printed in the Canadian issue of Time until 2008 Forbes list of the World's Most Powerful People Time 100 Time 100: The Most Important People of the Century Time100 Impact Awards Rothman, Lily (December 5, 2017). ""Here's the History of TIME's Person of the Year Franchise"". Time.{{cite web}}: CS1 maint: deprecated archival service (link) (Updated through 2024)",0.5167197,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"Ayatollah Khomeini (1979) have also been granted the title for their impact on events. Nevertheless, as a result of the cancellation of subscriptions from the American audience for naming Khomeini Man of the Year in 1979, following the Iran hostage crisis, the magazine's editors have since shied away from using figures who are controversial in the United States, fearing reductions in sales or advertising revenue. Time's Person of the Year for 2001, immediately following the September 11 attacks, was Rudy Giuliani, who was mayor of New York City at the time of the attacks. The stated rules of selection—the individual or group of individuals who have had the bigger influence on the year's events—made Osama bin Laden the more likely choice that year; however, Giuliani was selected for symbolizing the American response to the attacks, in the same way that Albert Einstein was selected Person of the Century for representing",0.45256054,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year,"In 2020 and 2021, Kid of the Year was awarded in partnership with Nickelodeon. Team of the Year Team of the Year is awarded in partnership with Smartsheet. Online poll From 2010 to 2022, Time held an annual online poll for the readers to vote for who they believed to be the Person of the Year. While many mistakenly believed the winner of the poll to be the Person of the Year, the title, as mentioned above, is decided by the editors of Time. An online reader's choice poll was also held in 1998, with professional wrestler Mick Foley and murdered college student Matthew Shepard as the top vote-getters, although the final result is unknown. See also Breakthrough of the Year Canadian Newsmaker of the Year (Time), printed in the Canadian issue of Time until 2008 Forbes list of the World's Most Powerful People Time 100 Time 100: The Most",0.422867,Time Person of the Year,https://en.wikipedia.org/wiki/Time_Person_of_the_Year
21,Which alternative medicine is now accepted by all scientists?,"As of my last update in April 2023, no alternative medicine has been universally accepted by all scientists. The field of alternative medicine encompasses a wide range of practices, including herbal medicine, acupuncture, homeopathy, and many others. While some alternative therapies have been studied and found to have potential benefits, the scientific community remains divided on their efficacy and safety.

The acceptance of alternative medicine often depends on the specific practice, the quality of the research supporting it, and the criteria used to evaluate its effectiveness. For example, some practices like acupuncture have been studied extensively and have shown promise in treating certain conditions, such as chronic",https://en.wikipedia.org/wiki/Alternative_medicine#Efficacy,1,no alternative medicine has been universally accepted by all scientists,SUCCESS,"and problems The National Science Foundation has studied the problematic side of the public's attitudes and understandings of science fiction, pseudoscience, and belief in alternative medicine. They use a quote from Robert L. Park to describe some issues with alternative medicine: Alternative medicine is another concern. As used here, alternative medicine refers to all treatments that have not been proven effective using scientific methods. A scientist's view of the situation appeared in a recent book (Park 2000b)"": Between homeopathy and herbal therapy lies a bewildering array of untested and unregulated treatments, all labeled alternative by their proponents. Alternative seems to define a culture rather than a field of medicine—a culture that is not scientifically demanding. It is a culture in which ancient traditions are given more weight than biological science, and anecdotes are preferred over clinical trials. Alternative therapies steadfastly resist change, often for centuries or even millennia, unaffected by",0.7072496,Alternative medicine,https://en.wikipedia.org/wiki/Alternative_medicine,"or has been disproved. It is usually based on religion, tradition, superstition, belief in supernatural energies, pseudoscience, errors in reasoning, propaganda, or fraud. Methods may incorporate or base themselves on traditional medicine, folk knowledge, spiritual beliefs, ignorance or misunderstanding of scientific principles, errors in reasoning, or newly conceived approaches claiming to heal. Research on alternative medicine is frequently of low quality and methodologically flawed. Treatments are not part of the conventional, science-based healthcare system. Where alternative therapies have replaced conventional science-based medicine, even with the safest alternative medicines, failure to use or delay in using conventional science-based medicine has caused deaths. Many alternative medical treatments are not patentable, which may lead to less research funding from the private sector. In addition, in most countries, alternative therapies (in contrast to pharmaceuticals) can be marketed without any proof of efficacy – also a disincentive for manufacturers to fund scientific research. English evolutionary",0.7053474,Alternative medicine,https://en.wikipedia.org/wiki/Alternative_medicine,"a conventional medicine because the expressions ""conventional medicine"", ""alternative medicine"", ""complementary medicine"", ""integrative medicine"", and ""holistic medicine"" do not refer to any medicine at all. Others say that alternative medicine cannot be precisely defined because of the diversity of theories and practices it includes, and because the boundaries between alternative and conventional medicine overlap, are porous, and change. Healthcare practices categorized as alternative may differ in their historical origin, theoretical basis, diagnostic technique, therapeutic practice and in their relationship to the medical mainstream. Under a definition of alternative medicine as ""non-mainstream"", treatments considered alternative in one location may be considered conventional in another. Critics say the expression is deceptive because it implies there is an effective alternative to science-based medicine, and that complementary is deceptive because it implies that the treatment increases the effectiveness of (complements) science-based medicine, while alternative medicines that have been tested nearly always have no measurable",0.65017,Alternative medicine,https://en.wikipedia.org/wiki/Alternative_medicine
